locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJKNNBLA_02852	CDS	417				[gene=yqgF] [locus_tag=b2949] [db_xref=UniProtKB/Swiss-Prot:P0A8I1] [protein=ribonuclease H-like domain containing nuclease] [protein_id=AAC75986.1][location=3093500..3093916] [gbkey=CDS]
FJKNNBLA_02853	CDS	981				[gene=yggR] [locus_tag=b2950] [db_xref=UniProtKB/Swiss-Prot:P52052] [protein=Type II/IV secretion system family protein] [protein_id=AAC75987.2] [location=complement(3094100..3095080)][gbkey=CDS]
FJKNNBLA_02854	CDS	705				[gene=yggS] [locus_tag=b2951] [db_xref=UniProtKB/Swiss-Prot:P67080] [protein=PLP homeostasis protein] [protein_id=AAC75988.1] [location=3095098..3095802][gbkey=CDS]
FJKNNBLA_02855	CDS	567				[gene=yggT] [locus_tag=b2952] [db_xref=UniProtKB/Swiss-Prot:P64564] [protein=uncharacterized protein YggT] [protein_id=AAC75989.1] [location=3095820..3096386][gbkey=CDS]
FJKNNBLA_02856	CDS	291				hypothetical protein
FJKNNBLA_02857	CDS	594				[gene=rdgB] [locus_tag=b2954] [db_xref=UniProtKB/Swiss-Prot:P52061] [protein=dITP/XTP pyrophosphatase][protein_id=AAC75991.1] [location=3096681..3097274][gbkey=CDS]
FJKNNBLA_02858	CDS	1137				[gene=hemW] [locus_tag=b2955] [db_xref=UniProtKB/Swiss-Prot:P52062] [protein=heme chaperone HemW] [protein_id=AAC75992.1] [location=3097267..3098403][gbkey=CDS]
FJKNNBLA_02859	CDS	1008				hypothetical protein
FJKNNBLA_02860	CDS	1047				[gene=ansB] [locus_tag=b2957] [db_xref=UniProtKB/Swiss-Prot:P00805] [protein=L-asparaginase 2] [protein_id=AAC75994.1] [location=complement(3099682..3100728)][gbkey=CDS]
FJKNNBLA_02861	CDS	720				hypothetical protein
FJKNNBLA_02862	CDS	327				[gene=yggL] [locus_tag=b2959] [db_xref=UniProtKB/Swiss-Prot:P38521] [protein=protein YggL][protein_id=AAC75996.2] [location=complement(3101807..3102133)][gbkey=CDS]
FJKNNBLA_02863	CDS	720				[gene=trmB] [locus_tag=b2960] [db_xref=UniProtKB/Swiss-Prot:P0A8I5] [protein=tRNA m(7)G46 methyltransferase] [protein_id=AAC75997.1] [location=complement(3102133..3102852)][gbkey=CDS]
FJKNNBLA_02864	CDS	1053				[gene=mutY] [locus_tag=b2961] [db_xref=UniProtKB/Swiss-Prot:P17802] [protein=adenine DNA glycosylase] [protein_id=AAC75998.1] [location=3103013..3104065][gbkey=CDS]
FJKNNBLA_02865	CDS	276				[gene=yggX] [locus_tag=b2962] [db_xref=UniProtKB/Swiss-Prot:P0A8P3] [protein=putative Fe(2(+))-trafficking protein] [protein_id=AAC75999.1] [location=3104093..3104368][gbkey=CDS]
FJKNNBLA_02866	CDS	1080				[gene=mltC] [locus_tag=b2963] [db_xref=UniProtKB/Swiss-Prot:P0C066] [protein=membrane-bound lytic murein transglycosylase C] [protein_id=AAC76000.2][location=3104433..3105512] [gbkey=CDS]
FJKNNBLA_02867	CDS	1257				[gene=nupG] [locus_tag=b2964] [db_xref=UniProtKB/Swiss-Prot:P0AFF4] [protein=nucleoside:H(+)symporter NupG] [protein_id=AAC76001.2] [location=3105714..3106970][gbkey=CDS]
FJKNNBLA_02868	CDS	2136				[gene=speC] [locus_tag=b2965] [db_xref=UniProtKB/Swiss-Prot:P21169] [protein=constitutive ornithine decarboxylase] [protein_id=AAC76002.2] [location=complement(3107020..3109155)][gbkey=CDS]
FJKNNBLA_02869	CDS	708				hypothetical protein
FJKNNBLA_02870	tRNA	76				tRNA-Phe(gaa)
FJKNNBLA_02871	CDS	885				[gene=intZ] [locus_tag=b2442] [db_xref=UniProtKB/Swiss-Prot:P76542] [protein=CPZ-55 prophage;putative phage integrase IntZ] [protein_id=AAC75495.2][location=2558858..2560066] [gbkey=CDS]
FJKNNBLA_02872	CDS	918				hypothetical protein
FJKNNBLA_02873	CDS	873				[gene=yfjP] [locus_tag=b2632] [db_xref=UniProtKB/Swiss-Prot:P52131] [protein=CP4-57 prophage;putative GTP-binding protein YfjP] [protein_id=AAT48146.1][location=2767710..2768573] [gbkey=CDS]
FJKNNBLA_02874	CDS	2847				[gene=flu] [locus_tag=b2000] [db_xref=UniProtKB/Swiss-Prot:P39180] [protein=CP4-44 prophage;self recognizing antigen 43 (Ag43) autotransporter] [protein_id=AAT48141.1][location=2071539..2074658] [gbkey=CDS]
FJKNNBLA_02875	CDS	2517				hypothetical protein
FJKNNBLA_02876	CDS	456				hypothetical protein
FJKNNBLA_02877	CDS	234				[gene=ykfF] [locus_tag=b0249] [db_xref=UniProtKB/Swiss-Prot:P75677] [protein=CP4-6 prophage;protein YkfF] [protein_id=AAC73352.1] [location=complement(265304..265543)][gbkey=CDS]
FJKNNBLA_02878	CDS	819				hypothetical protein
FJKNNBLA_02879	CDS	486				[gene=yfjX] [locus_tag=b2643] [db_xref=UniProtKB/Swiss-Prot:P52139] [protein=CP4-57 prophage;putative antirestriction protein YfjX] [protein_id=AAC75691.1][location=2775919..2776377] [gbkey=CDS]
FJKNNBLA_02880	CDS	477				[gene=yeeS] [locus_tag=b2002] [db_xref=UniProtKB/Swiss-Prot:P76362] [protein=CP4-44 prophage;RadC-like JAB domain-containing protein YeeS] [protein_id=AAC75063.1][location=2076308..2076754] [gbkey=CDS]
FJKNNBLA_02881	CDS	222				hypothetical protein
FJKNNBLA_02882	CDS	1062				hypothetical protein
FJKNNBLA_02883	CDS	375				[gene=cbtA] [locus_tag=b2005] [db_xref=UniProtKB/Swiss-Prot:P64524] [protein=CP4-44 prophage;cytoskeleton-binding toxin CbtA] [protein_id=AAC75066.1][location=2077569..2077943] [gbkey=CDS]
FJKNNBLA_02884	CDS	489				hypothetical protein
FJKNNBLA_02885	CDS	198				hypothetical protein
FJKNNBLA_02886	CDS	570				hypothetical protein
FJKNNBLA_02887	CDS	291				hypothetical protein
FJKNNBLA_02888	CDS	984				[gene=kdsD] [locus_tag=b3197] [db_xref=UniProtKB/Swiss-Prot:P45395] [protein=D-arabinose 5-phosphate isomerase KdsD] [protein_id=AAC76229.1] [location=3341266..3342252][gbkey=CDS]
FJKNNBLA_02889	CDS	1149				hypothetical protein
FJKNNBLA_02890	CDS	1677	kpsD		COG1596	Polysialic acid transport protein KpsD
FJKNNBLA_02891	CDS	741				[gene=kdsB] [locus_tag=b0918] [db_xref=UniProtKB/Swiss-Prot:P04951] [protein=3-deoxy-manno-octulosonate cytidylyltransferase] [protein_id=AAC74004.1][location=970852..971598] [gbkey=CDS]
FJKNNBLA_02892	CDS	2028				hypothetical protein
FJKNNBLA_02893	CDS	1233				hypothetical protein
FJKNNBLA_02894	CDS	960				hypothetical protein
FJKNNBLA_02895	CDS	1140				hypothetical protein
FJKNNBLA_02896	CDS	378				[gene=insB6] [locus_tag=b3445] [db_xref=UniProtKB/Swiss-Prot:P0CF29] [protein=IS1 protein InsB] [protein_id=AAC76470.1] [location=3583677..3584180][gbkey=CDS]
FJKNNBLA_02897	CDS	276				[gene=insA6] [locus_tag=b3444] [db_xref=UniProtKB/Swiss-Prot:P0CF12] [protein=IS1 protein InsA] [protein_id=AAC76469.1] [location=3583483..3583758][gbkey=CDS]
FJKNNBLA_02898	CDS	723				[gene=ispD] [locus_tag=b2747] [db_xref=UniProtKB/Swiss-Prot:Q46893] [protein=2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase] [protein_id=AAC75789.1][location=complement(2871780..2872490)] [gbkey=CDS]
FJKNNBLA_02899	CDS	1353				hypothetical protein
FJKNNBLA_02900	CDS	678				[gene=malK] [locus_tag=b4035] [db_xref=UniProtKB/Swiss-Prot:P68187] [protein=maltose ABC transporter ATP binding subunit] [protein_id=AAC77005.1] [location=4246784..4247899][gbkey=CDS]
FJKNNBLA_02901	CDS	777	kpsM		COG1682	Polysialic acid transport protein KpsM
FJKNNBLA_02902	CDS	537				[gene=yghD] [locus_tag=b2968] [db_xref=UniProtKB/Swiss-Prot:Q46832] [protein=putative type II secretion system M-type protein YghD] [protein_id=AAC76004.1][location=complement(3110590..3111126)] [gbkey=CDS]
FJKNNBLA_02903	CDS	1179				hypothetical protein
FJKNNBLA_02904	CDS	978				[gene=gspK] [locus_tag=b3332] [db_xref=UniProtKB/Swiss-Prot:P45762] [protein=Type II secretion system protein GspK] [protein_id=AAC76357.1] [location=3462924..3463907][gbkey=CDS]
FJKNNBLA_02905	CDS	606	xcpW		COG4795	Type II secretion system protein J
FJKNNBLA_02906	CDS	372				hypothetical protein
FJKNNBLA_02907	CDS	564	epsH			Type II secretion system protein H
FJKNNBLA_02908	CDS	456				[gene=gspG] [locus_tag=b3328] [db_xref=UniProtKB/Swiss-Prot:P41442] [protein=Type II secretion system protein GspG] [protein_id=AAC76353.1] [location=3461023..3461460][gbkey=CDS]
FJKNNBLA_02909	CDS	1224				[gene=gspF] [locus_tag=b3327] [db_xref=UniProtKB/Swiss-Prot:P41441] [protein=Type II secretion system protein GspF] [protein_id=AAC76352.1] [location=3459817..3461013][gbkey=CDS]
FJKNNBLA_02910	CDS	1494				[gene=gspE] [locus_tag=b3326] [db_xref=UniProtKB/Swiss-Prot:P45759] [protein=Type II secretion system protein GspE] [protein_id=AAC76351.1] [location=3458339..3459820][gbkey=CDS]
FJKNNBLA_02911	CDS	2061				[gene=gspD] [locus_tag=b3325] [db_xref=UniProtKB/Swiss-Prot:P45758] [protein=Type II secretion system protein GspD] [protein_id=AAC76350.2] [location=3456377..3458329][gbkey=CDS]
FJKNNBLA_02912	CDS	831				[gene=yghF] [locus_tag=b2970] [db_xref=UniProtKB/Swiss-Prot:Q46834] [protein=putative type II secretion system C-type protein YghF] [protein_id=QNV50516.1][location=complement(3112054..3113049)] [gbkey=CDS]
FJKNNBLA_02913	CDS	411				[gene=yghG] [locus_tag=b2971] [db_xref=UniProtKB/Swiss-Prot:Q46835] [protein=lipoprotein YghG] [protein_id=AAC76007.1] [location=complement(3113067..3113477)][gbkey=CDS]
FJKNNBLA_02914	CDS	810				[gene=pppA] [locus_tag=b2972] [db_xref=UniProtKB/Swiss-Prot:Q46836] [protein=prepilin peptidase][protein_id=AAC76008.2] [location=complement(3113543..3114352)][gbkey=CDS]
FJKNNBLA_02915	CDS	4554				[gene=yghJ] [locus_tag=b4466] [db_xref=UniProtKB/Swiss-Prot:P0CK95] [protein=putative lipoprotein YghJ] [protein_id=AAT48156.1] [location=complement(3114550..3119112)][gbkey=CDS]
FJKNNBLA_02916	CDS	1683				[gene=glcA] [locus_tag=b2975] [db_xref=UniProtKB/Swiss-Prot:Q46839] [protein=glycolate/lactate:H(+)symporter GlcA] [protein_id=AAC76011.1] [location=complement(3119597..3121279)][gbkey=CDS]
FJKNNBLA_02917	CDS	2172				[gene=glcB] [locus_tag=b2976] [db_xref=UniProtKB/Swiss-Prot:P37330] [protein=malate synthase G] [protein_id=AAC76012.1] [location=complement(3121634..3123805)][gbkey=CDS]
FJKNNBLA_02918	CDS	405				[gene=glcG] [locus_tag=b2977] [db_xref=UniProtKB/Swiss-Prot:P0AEQ1] [protein=putative heme-binding protein GlcG] [protein_id=AAC76013.1] [location=complement(3123827..3124231)][gbkey=CDS]
FJKNNBLA_02919	CDS	1224				[gene=glcF] [locus_tag=b4467] [db_xref=UniProtKB/Swiss-Prot:P52074] [protein=glycolate dehydrogenase, putative iron-sulfur subunit] [protein_id=AAT48157.1][location=complement(3124236..3125459)] [gbkey=CDS]
FJKNNBLA_02920	CDS	1053				[gene=glcE] [locus_tag=b4468] [db_xref=UniProtKB/Swiss-Prot:P52073] [protein=glycolate dehydrogenase, putative FAD-binding subunit] [protein_id=AAT48158.1][location=complement(3125470..3126522)] [gbkey=CDS]
FJKNNBLA_02921	CDS	1500				[gene=glcD] [locus_tag=b2979] [db_xref=UniProtKB/Swiss-Prot:P0AEP9] [protein=glycolate dehydrogenase, putative FAD-linked subunit] [protein_id=AAC76015.1][location=complement(3126522..3128021)] [gbkey=CDS]
FJKNNBLA_02922	CDS	765				[gene=glcC] [locus_tag=b2980] [db_xref=UniProtKB/Swiss-Prot:P0ACL5] [protein=DNA-binding transcriptional dual regulator GlcC] [protein_id=AAC76016.1][location=3128272..3129036] [gbkey=CDS]
FJKNNBLA_02923	CDS	1143				[gene=yghO] [locus_tag=b2981] [db_xref=UniProtKB/Swiss-Prot:Q46840] [protein=putative DNA-binding transcriptional regulator YghO] [protein_id=AYC08243.1][location=complement(3129043..3130215)] [gbkey=CDS]
FJKNNBLA_02924	CDS	1689				[gene=fadD] [locus_tag=b1805] [db_xref=UniProtKB/Swiss-Prot:P69451] [protein=long-chain-fatty-acid--CoA ligase] [protein_id=AAC74875.1] [location=complement(1888061..1889746)][gbkey=CDS]
FJKNNBLA_02925	CDS	915				[gene=ybjS] [locus_tag=b0868] [db_xref=UniProtKB/Swiss-Prot:P75821] [protein=putative epimerase YbjS] [protein_id=AAC73955.2] [location=complement(905740..906753)][gbkey=CDS]
FJKNNBLA_02926	CDS	249	acpP			Acyl carrier protein
FJKNNBLA_02927	CDS	1173				[gene=kbl] [locus_tag=b3617] [db_xref=UniProtKB/Swiss-Prot:P0AB77] [protein=2-amino-3-ketobutyrate CoA ligase] [protein_id=AAC76641.1] [location=complement(3791355..3792551)][gbkey=CDS]
FJKNNBLA_02928	CDS	1080				[gene=lptG] [locus_tag=b4262] [db_xref=UniProtKB/Swiss-Prot:P0ADC6] [protein=lipopolysaccharide transport system protein LptG] [protein_id=AAC77219.2][location=4487318..4488400] [gbkey=CDS]
FJKNNBLA_02929	CDS	1071				hypothetical protein
FJKNNBLA_02930	CDS	561				[gene=ytfJ] [locus_tag=b4216] [db_xref=UniProtKB/Swiss-Prot:P39187] [protein=PF09695 family protein YtfJ] [protein_id=AAC77173.1] [location=complement(4438708..4439262)][gbkey=CDS]
FJKNNBLA_02931	CDS	825				hypothetical protein
FJKNNBLA_02932	CDS	1350				hypothetical protein
FJKNNBLA_02933	CDS	759				[gene=yghR] [locus_tag=b2984] [db_xref=UniProtKB/Swiss-Prot:P64572] [protein=putative ATP-binding protein YghR] [protein_id=AAC76020.1] [location=complement(3132454..3133212)][gbkey=CDS]
FJKNNBLA_02934	CDS	699				[gene=yghS] [locus_tag=b2985] [db_xref=UniProtKB/Swiss-Prot:Q46843] [protein=putative ATP-binding protein YghS] [protein_id=AAC76021.1] [location=complement(3133244..3133957)][gbkey=CDS]
FJKNNBLA_02935	CDS	693				[gene=yghT] [locus_tag=b2986] [db_xref=UniProtKB/Swiss-Prot:Q46844] [protein=putative ATP-binding protein YghT] [protein_id=AAC76022.1] [location=3134131..3134823][gbkey=CDS]
FJKNNBLA_02936	CDS	1500				[gene=pitB] [locus_tag=b2987] [db_xref=UniProtKB/Swiss-Prot:P43676] [protein=metal phosphate:H(+)symporter PitB] [protein_id=AAC76023.1] [location=complement(3134872..3136371)][gbkey=CDS]
FJKNNBLA_02937	CDS	1860				[gene=gss] [locus_tag=b2988] [db_xref=UniProtKB/Swiss-Prot:P0AES0] [protein=fused glutathionylspermidine amidase/glutathionylspermidine synthetase][protein_id=AAC76024.1] [location=complement(3136663..3138522)][gbkey=CDS]
FJKNNBLA_02938	CDS	867				[gene=yghU] [locus_tag=b2989] [db_xref=UniProtKB/Swiss-Prot:Q46845] [protein=disulfide reductase/organic hydroperoxide reductase] [protein_id=AAC76025.2][location=3138727..3139593] [gbkey=CDS]
FJKNNBLA_02939	CDS	249				[gene=hybG] [locus_tag=b2990] [db_xref=UniProtKB/Swiss-Prot:P0AAM7] [protein=hydrogenase maturation factor HybG] [protein_id=AAC76026.1] [location=complement(3139716..3139964)][gbkey=CDS]
FJKNNBLA_02940	CDS	342				[gene=hybF] [locus_tag=b2991] [db_xref=UniProtKB/Swiss-Prot:P0A703] [protein=hydrogenase maturation protein HybF] [protein_id=AAC76027.1] [location=complement(3139977..3140318)][gbkey=CDS]
FJKNNBLA_02941	CDS	489				[gene=hybE] [locus_tag=b2992] [db_xref=UniProtKB/Swiss-Prot:P0AAN1] [protein=hydrogenase 2-specific chaperone] [protein_id=AAC76028.1] [location=complement(3140311..3140799)][gbkey=CDS]
FJKNNBLA_02942	CDS	495				[gene=hybD] [locus_tag=b2993] [db_xref=UniProtKB/Swiss-Prot:P37182] [protein=hydrogenase 2 maturation protease] [protein_id=AAC76029.1] [location=complement(3140792..3141286)][gbkey=CDS]
FJKNNBLA_02943	CDS	1704				[gene=hybC] [locus_tag=b2994] [db_xref=UniProtKB/Swiss-Prot:P0ACE0] [protein=hydrogenase 2 large subunit] [protein_id=AAC76030.1] [location=complement(3141286..3142989)][gbkey=CDS]
FJKNNBLA_02944	CDS	1179				[gene=hybB] [locus_tag=b2995] [db_xref=UniProtKB/Swiss-Prot:P37180] [protein=hydrogenase 2 membrane subunit] [protein_id=AAC76031.1] [location=complement(3142986..3144164)][gbkey=CDS]
FJKNNBLA_02945	CDS	987				[gene=hybA] [locus_tag=b2996] [db_xref=UniProtKB/Swiss-Prot:P0AAJ8] [protein=hydrogenase 2 iron-sulfur protein] [protein_id=AAC76032.1] [location=complement(3144154..3145140)][gbkey=CDS]
FJKNNBLA_02946	CDS	1005				[gene=hybO] [locus_tag=b2997] [db_xref=UniProtKB/Swiss-Prot:P69741] [protein=hydrogenase 2 small subunit] [protein_id=AAC76033.1] [location=complement(3145143..3146261)][gbkey=CDS]
FJKNNBLA_02947	CDS	195				[gene=hybO] [locus_tag=b2997] [db_xref=UniProtKB/Swiss-Prot:P69741] [protein=hydrogenase 2 small subunit] [protein_id=AAC76033.1] [location=complement(3145143..3146261)][gbkey=CDS]
FJKNNBLA_02948	CDS	288				hypothetical protein
FJKNNBLA_02949	CDS	888				[gene=ysgA] [locus_tag=b3830] [db_xref=UniProtKB/Swiss-Prot:P56262] [protein=putative dienelactone hydrolase] [protein_id=AAT48226.1] [location=complement(4015354..4016169)][gbkey=CDS]
FJKNNBLA_02950	CDS	1041				[gene=gpr] [locus_tag=b3001] [db_xref=UniProtKB/Swiss-Prot:Q46851] [protein=L-glyceraldehyde 3-phosphate reductase] [protein_id=AAC76037.1] [location=3147897..3148937][gbkey=CDS]
FJKNNBLA_02951	CDS	495				[gene=yqhA] [locus_tag=b3002] [db_xref=UniProtKB/Swiss-Prot:P67244] [protein=uncharacterized protein YqhA] [protein_id=AAC76038.1] [location=complement(3148977..3149471)][gbkey=CDS]
FJKNNBLA_02952	CDS	885				[gene=yghA] [locus_tag=b3003] [db_xref=UniProtKB/Swiss-Prot:P0AG84] [protein=NADP(+)-dependent aldehyde reductase] [protein_id=AAC76039.1] [location=3149662..3150546][gbkey=CDS]
FJKNNBLA_02953	CDS	426				[gene=exbD] [locus_tag=b3005] [db_xref=UniProtKB/Swiss-Prot:P0ABV2] [protein=Ton complex subunit ExbD] [protein_id=AAC76041.1] [location=complement(3150818..3151243)][gbkey=CDS]
FJKNNBLA_02954	CDS	735				[gene=exbB] [locus_tag=b3006] [db_xref=UniProtKB/Swiss-Prot:P0ABU7] [protein=Ton complex subunit ExbB] [protein_id=AAC76042.1] [location=complement(3151250..3151984)][gbkey=CDS]
FJKNNBLA_02955	CDS	1188				[gene=metC] [locus_tag=b3008] [db_xref=UniProtKB/Swiss-Prot:P06721] [protein=cystathionine beta-lyase/L-cysteine desulfhydrase/alanine racemase] [protein_id=AAC76044.1][location=3152236..3153423] [gbkey=CDS]
FJKNNBLA_02956	CDS	660				[gene=yghB] [locus_tag=b3009] [db_xref=UniProtKB/Swiss-Prot:P0AA60] [protein=DedA family protein YghB] [protein_id=AAC76045.1] [location=3153563..3154222][gbkey=CDS]
FJKNNBLA_02957	CDS	957				[gene=yqhC] [locus_tag=b3010] [db_xref=UniProtKB/Swiss-Prot:Q46855] [protein=DNA-binding transcriptional activator YqhC] [protein_id=AAC76046.2] [location=complement(3154262..3155218)][gbkey=CDS]
FJKNNBLA_02958	CDS	1164				[gene=yqhD] [locus_tag=b3011] [db_xref=UniProtKB/Swiss-Prot:Q46856] [protein=NADPH-dependent aldehyde reductase YqhD] [protein_id=AAC76047.1] [location=3155355..3156518][gbkey=CDS]
FJKNNBLA_02959	CDS	828				[gene=dkgA] [locus_tag=b3012] [db_xref=UniProtKB/Swiss-Prot:Q46857] [protein=methylglyoxal reductase DkgA] [protein_id=AAC76048.2] [location=3156623..3157450][gbkey=CDS]
FJKNNBLA_02960	CDS	927				hypothetical protein
FJKNNBLA_02961	CDS	258				[gene=yqhH] [locus_tag=b3014] [db_xref=UniProtKB/Swiss-Prot:P65298] [protein=lipoprotein YqhH] [protein_id=AAC76050.1] [location=3158627..3158884][gbkey=CDS]
FJKNNBLA_02962	CDS	2220				[gene=ygiQ] [locus_tag=b4469] [db_xref=UniProtKB/Swiss-Prot:Q46861] [protein=radical SAM superfamily protein YgiQ] [protein_id=AAT48161.1] [location=complement(3158927..3161146)][gbkey=CDS]
FJKNNBLA_02963	CDS	1413				[gene=ftsP] [locus_tag=b3017] [db_xref=UniProtKB/Swiss-Prot:P26648] [protein=cell division protein required during stress conditions] [protein_id=AAC76053.1][location=complement(3161257..3162669)] [gbkey=CDS]
FJKNNBLA_02964	CDS	738				[gene=plsC] [locus_tag=b3018] [db_xref=UniProtKB/Swiss-Prot:P26647] [protein=1-acylglycerol-3-phosphate O-acyltransferase PlsC] [protein_id=AAC76054.1][location=complement(3162744..3163481)] [gbkey=CDS]
FJKNNBLA_02965	CDS	2259				[gene=parC] [locus_tag=b3019] [db_xref=UniProtKB/Swiss-Prot:P0AFI2] [protein=DNA topoisomerase IV subunit A] [protein_id=AAC76055.1] [location=complement(3163715..3165973)][gbkey=CDS]
FJKNNBLA_02966	CDS	1608				[gene=ygiS] [locus_tag=b3020] [db_xref=UniProtKB/Swiss-Prot:Q46863] [protein=putative deoxycholate binding periplasmic protein] [protein_id=AAC76056.1][location=complement(3166111..3167718)] [gbkey=CDS]
FJKNNBLA_02967	CDS	396				[gene=mqsA] [locus_tag=b3021] [db_xref=UniProtKB/Swiss-Prot:Q46864] [protein=antitoxin of the MqsRA toxin-antitoxin system/DNA-binding transcriptional repressor MqsA] [protein_id=AAC76057.1] [location=complement(3167851..3168246)][gbkey=CDS]
FJKNNBLA_02968	CDS	297				[gene=mqsR] [locus_tag=b3022] [db_xref=UniProtKB/Swiss-Prot:Q46865] [protein=mRNA interferase toxin MqsR] [protein_id=AAC76058.1] [location=complement(3168248..3168544)][gbkey=CDS]
FJKNNBLA_02969	CDS	483				[gene=ygiV] [locus_tag=b3023] [db_xref=UniProtKB/Swiss-Prot:Q46866] [protein=DNA-binding transcriptional repressor YgiV] [protein_id=AAT48162.1] [location=complement(3168749..3169231)][gbkey=CDS]
FJKNNBLA_02970	CDS	393				[gene=ygiW] [locus_tag=b3024] [db_xref=UniProtKB/Swiss-Prot:P0ADU5] [protein=BOF family protein YgiW] [protein_id=AAC76060.1] [location=complement(3169284..3169676)][gbkey=CDS]
FJKNNBLA_02971	CDS	660				[gene=qseB] [locus_tag=b3025] [db_xref=UniProtKB/Swiss-Prot:P52076] [protein=DNA-binding transcriptional activator QseB] [protein_id=AAC76061.1] [location=3169828..3170487][gbkey=CDS]
FJKNNBLA_02972	CDS	1350				[gene=qseC] [locus_tag=b3026] [db_xref=UniProtKB/Swiss-Prot:P40719] [protein=sensor histidine kinase QseC] [protein_id=AAC76062.1] [location=3170484..3171833][gbkey=CDS]
FJKNNBLA_02973	CDS	582				[gene=mdaB] [locus_tag=b3028] [db_xref=UniProtKB/Swiss-Prot:P0AEY5] [protein=NADPH:quinone oxidoreductase MdaB] [protein_id=AAC76064.1] [location=3172530..3173111][gbkey=CDS]
FJKNNBLA_02974	CDS	315				[gene=ygiN] [locus_tag=b3029] [db_xref=UniProtKB/Swiss-Prot:P0ADU2] [protein=putative quinol monooxygenase YgiN] [protein_id=AAC76065.1] [location=3173142..3173456][gbkey=CDS]
FJKNNBLA_02975	CDS	1893				[gene=parE] [locus_tag=b3030] [db_xref=UniProtKB/Swiss-Prot:P20083] [protein=DNA topoisomerase IV subunit B] [protein_id=AAC76066.1] [location=complement(3173504..3175396)][gbkey=CDS]
FJKNNBLA_02976	CDS	582				[gene=yqiA] [locus_tag=b3031] [db_xref=UniProtKB/Swiss-Prot:P0A8Z7] [protein=esterase YqiA][protein_id=AAC76067.1] [location=complement(3175425..3176006)][gbkey=CDS]
FJKNNBLA_02977	CDS	828				[gene=cpdA] [locus_tag=b3032] [db_xref=UniProtKB/Swiss-Prot:P0AEW4] [protein=cAMP phosphodiesterase][protein_id=AAC76068.1] [location=complement(3176006..3176833)][gbkey=CDS]
